id,country,product_services,revenue_omu,type,type_length,is_source,is_target,weighted_degree,degree,total_revenue,type_set,neighbor_BO,neighbor_CC,total_rev_per_BO,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,related
The Sea Lion Corporation,Mawazam,"['Seafoods, including shrimps, fish and octopus products']",[30270.9384],{'Company': 1},1,1,0,2,2,30270,['Company'],1,1,30270.0,0.2857142857142857,0.2857142857142857,0.4117647058823529,0.2417515016871388,1
Garcia-Valencia,ZH,['Fish and seafoods products'],[29958.4749],{'Company': 1},1,0,0,0,0,29958,['Company'],0,0,29958.0,0.0,0.0,0.0,0.0,1
Madhya Pradesh  Market Inc,Marebak,"['Fresh and frozen seafoods (mackerel, chub mackerel fillet, squid, squid ring, hairtail, pomfret, yellow croaker, bamboo shrimp, I, Q, F shrimps, South American white shrimp, swimming crab, raw crab meat, and others)']",[29819.6281],{'Company': 1},1,1,0,3,3,29819,['Company'],2,1,14909.5,0.3333333333333333,0.4166666666666666,0.4736842105263157,0.2901032303936945,1
King and Sons,ZH,"['Tuna, sword fish, bass, trout, and salmon, as well as offers shellfish, mollusks, crustaceans, sea vegetables, shrimp, lobster, squid, oysters, crabs, and clams, and other related seafood products', 'Unknown']","[29811.3821, 'None']","{'Company': 1, 'Beneficial Owner': 1}",2,1,0,3,3,29811,"['Company', 'Beneficial Owner']",1,2,29811.0,0.0004230118443316,0.0019726235595067,0.0640459483622768,1.232894159025461e-11,1
"Howard, Banks and Carney",ZH,"['Barramundi, aquaculture, aquatech, ocean farming, and sustainability']",[29768.3975],{'Company': 1},1,0,0,0,0,29768,['Company'],0,0,29768.0,0.0,0.0,0.0,0.0,1
"Decker, Woods and Miller",ZH,"['Brown crab, salmon co-products, shellfish, and other related products']",[29647.3319],{'Company': 1},1,0,0,0,0,29647,['Company'],0,0,29647.0,0.0,0.0,0.0,0.0,1
Volta River  Ltd. Corporation Investment,Marebak,"['Scallop roe on, scallop roe off, silver fish, short neked clam, breaded fillet, breaded shrimp, breaded scallop, crab, chinese spawn, squid, yellow croaker, half shell scallop, geoduck, bay scallop, and octopus']",[29524.5887],{'Company': 1},1,1,0,3,3,29524,['Company'],2,1,14762.0,0.0004230118443316,0.0005639760226077,0.0636516213572191,1.7028660585638187e-11,1
Fin Addiction A/S Import,Oceanus,"['Air and ocean freight forwarding, door-to-door, warehouse-to-warehouse, consolidation, warehousing, distribution and multi-modal transport service']",[29466.6728],{'Company': 1},1,1,0,1,1,29466,['Company'],0,1,29466.0,1.0,0.0,1.0,0.7071067811865476,1
Jenkins LLC,ZH,"['Unknown', 'Covers the management of all types of warehouses for the storage and freight of commodities; Covers palletized storage, including ambient/dry, temperature-controlled, chilled and frozen storage; open yard storage; air freight, sea freight and land transportation, and distribution of outsourced logistics; Covers the leasing of logistics-related facilities, the premises operation of factories, as well as the provision of clearance, ship agency and non-life insurance services']","[29454.5842, 'None']","{'Company': 1, 'Beneficial Owner': 1}",2,0,0,0,0,29454,"['Company', 'Beneficial Owner']",0,0,29454.0,0.0,0.0,0.0,0.0,1
Irish Scallop Sp Shipping,Marebak,"['Smoking, salting and drying of seafood and other aquatic products; Frozen and fish prepared seafood products, frozen and fresh prepared shellfish products, frozen fish and shellfish soup, and fresh and frozen surimi']",[29235.5825],{'Company': 1},1,1,0,3,3,29235,['Company'],2,1,14617.5,1.0,1.0,1.0,0.707106878039843,1
Zambezi Delta  Tidepool CJSC Cargo,Marebak,"['Canning, processing and manufacturing of seafood and other aquatic products']",[29098.2623],{'Company': 1},1,1,0,1,1,29098,['Company'],0,1,29098.0,1.0,0.0,1.0,0.7071067811865476,1
Black Sea Tuna Ges.m.b.H.,Oceanus,['Fish and seafood products'],[29014.1722],{'Company': 1},1,1,0,5,5,29014,['Company'],4,1,7253.5,0.7142857142857142,0.3333333333333333,0.7777777777777778,0.4942167137508386,1
Selous Game Reserve  SE Solutions,Marebak,"['Frozen yellow fin sole fillet, rock sole fillet, flathead sole fillet, pacific cod fillet, chum salmon fillets, seasoned fish roes, and other related products']",[28803.597],{'Company': 1},1,1,0,3,3,28803,['Company'],2,1,14401.5,0.75,0.8333333333333333,0.8,0.653280511529063,1
Tamil Nadu s Kga Marine ecology,Oceanus,['Fish and seafoods products'],[28766.6728],{'Company': 1},1,1,0,1,1,28766,['Company'],0,1,28766.0,1.0,0.0,1.0,0.7071067811865476,1
CoralCove Brine LLC Marine conservation,Arreciviento,"['Processes frozen pre-cooked loins vacuum-packed canned tuna and canned sardines in different forms', 'Unknown']","['Unknown', 28743.2776]",{'Company': 2},2,1,0,1,1,28743,['Company'],0,1,28743.0,1.0,0.0,1.0,0.7071067811865476,1
Congo Rapids   Corporation Sextant,Nalakond,"['Processes caught fishes and shellfishes; Fishes are frozen at sea and then transported to the manufacturing plant, where they are processed and deep frozen using the most modern technology and following strict quality controls']",[28676.8053],{'Company': 1},1,1,0,2,2,28676,['Company'],1,1,28676.0,1.0,1.0,1.0,0.707106690085642,1
Case-Martin,ZH,['Commercial catching or taking of marine animals'],[28666.6728],{'Company': 1},1,0,0,0,0,28666,['Company'],0,0,28666.0,0.0,0.0,0.0,0.0,1
Playa de Oro Ltd,Thessalandia,"['Offers dressed crabs, white meat, fine minced crabmeat and blocks, crab cluster meat and blocks, handpicked dressed carbs, brown crabmeat, crab salads, ready to eat crab claws, and other products']",[28593.2027],{'Company': 1},1,1,0,6,6,28593,['Company'],5,1,5718.6,0.0008460236886632,0.0022547109953968,0.0576571303138947,1.597661791863334e-13,1
Nagaland Sea Catch AB Solutions,Oceanus,['Imported and domestic seafood products'],[28466.6728],{'Company': 1},1,1,0,6,2,28466,['Company'],1,1,28466.0,0.3333333333333333,0.1333333333333333,0.5,0.4082460687410915,1
Lake Victoria Catch  Family,Marebak,"['Aquatic products (frozen squid products, frozen squid products, frozen conch kebabs, frozen octopus products, and frozen squid)']",[28411.9882],{'Company': 1},1,1,0,1,1,28411,['Company'],0,1,28411.0,1.0,0.0,1.0,0.7071067811865476,1
Kong zhong diao yu  Overseas,Oceanus,['Fish and seafood'],[28166.6728],{'Company': 1},1,1,0,2,2,28166,['Company'],1,1,28166.0,1.0,1.0,1.0,0.707106690085642,1
Mar y Viento Limited Liability Company,Oceanus,"['Meat, fish and other related products']",[28066.6728],{'Company': 1},1,1,0,2,1,28066,['Company'],0,1,28066.0,1.0,0.0,1.0,0.7071067811865476,1
Caracola del Mar SRL Logistics,Arreciviento,['Maritime and air imports; maritime and air exports; customs services and logistics coordination'],[27928.2834],{'Company': 1},1,1,0,1,1,27928,['Company'],1,0,27928.0,1.0,0.0,1.0,0.7071067811865476,1
Limpopo River  AB Consultants,Zawalinda,"['Tuna, sword fish, bass, trout, and salmon, as well as offers shellfish, mollusks, crustaceans, sea vegetables, shrimp, lobster, squid, oysters, crabs, and clams, and other related seafood products']",[27754.695],{'Company': 1},1,1,0,2,1,27754,['Company'],1,0,27754.0,1.0,0.0,1.0,0.7071067811865476,1
Seashore Sanctuary Marine life,Marebak,"['Products include pollock, scallop, as well as scad, and squid']",[27562.5846],{'Company': 1},1,1,0,1,1,27562,['Company'],0,1,27562.0,0.5,0.0,0.6666666666666666,0.5000000644180599,1
Bu yu wang Inc,Marebak,"['Sandals; canvas; ballerina and fashion sandals; slippers; fashion shoes; casual shoes; other shoes', 'Specialises in developing industrial aquaculture and farming rainbow trout']","['Unknown', 27461.2867]",{'Company': 2},2,1,0,4,4,27461,['Company'],2,2,13730.5,0.0005640157924421,0.0014095224732573,0.06861255961998,9.799451485729044e-11,1
White and Sons,ZH,"['Unknown', 'Prepared fresh or frozen fish and seafood products']","[27283.5909, 'None']","{'Company': 1, 'Beneficial Owner': 4, 'Company Contacts': 2}",7,1,0,2,2,27283,"['Company', 'Beneficial Owner', 'Company Contacts']",2,0,13641.5,1.0,1.0,1.0,0.707106690085642,1
Lake Kivu   Corp Hijiki,Mawazam,"['Offers a wide range of products such as breaded and battered, cooked vannamei shrimps, dim sum, raw vannamei shrimps, and ready meal products']",[27267.5482],{'Company': 1},1,1,0,2,2,27267,['Company'],1,1,27267.0,1.0,1.0,1.0,0.707106690085642,1
Crane-Bailey,ZH,['Fish and other sea food products; Tuna; salmon; herring; shellfish; and groundfish products; flounder fillets; cornmeal pollock strips; burger; and tuna steak; frozen halibut steaks and fancy king crabs; canned sockeye salmon and frozen sockeye; halibut; cod; pollock; rockfish and Pacific ocean perch; and flounder and sole'],[27209.736],{'Company': 1},1,0,0,0,0,27209,['Company'],0,0,27209.0,0.0,0.0,0.0,0.0,1
Martinez Group,ZH,"['Frozen seafood', 'Unknown']","[11269.8553, 'None', 5552.2257, 'Unknown', 26967.7867]","{'Company': 4, 'Beneficial Owner': 3, 'Company Contacts': 3}",10,1,0,8,8,43788,"['Company', 'Beneficial Owner', 'Company Contacts']",7,1,6255.428571428572,0.8,0.9333333333333332,0.8333333333333334,0.6900238071627693,1
Hernandez Inc,ZH,"['Frozen/chilled/ambient food products via both sea and airfreight', 'Unknown']","['None', 'Unknown', 15566.6728, 26807.4615]","{'Company': 3, 'Beneficial Owner': 6, 'Company Contacts': 7}",16,1,0,3,3,42373,"['Company', 'Beneficial Owner', 'Company Contacts']",2,1,21186.5,0.1764705882352941,0.3235294117647059,0.3617021276595745,0.0946651365375019,1
Cuevas LLC,ZH,['Fish and seafood products'],[26766.6728],{'Company': 1},1,1,0,1,1,26766,['Company'],0,1,26766.0,1.0,0.0,1.0,0.7071067811865476,1
Orange River   Co Express,Solovarossa,"['Frozen shrimps and cuttlefish, fish, octopus, cuttlefish fillet, cuttlefish head, squid, crabs and others']",[26579.1514],{'Company': 1},1,1,0,4,4,26579,['Company'],3,1,8859.666666666666,1.0,1.0,1.0,0.7071069290249942,1
Nichols-Myers,ZH,['Smoked salmon and other seafood product preparation and packaging'],[26400.9323],{'Company': 1},1,0,0,0,0,26400,['Company'],0,0,26400.0,0.0,0.0,0.0,0.0,1
Hall-Hughes,ZH,['Fish and seafood products'],[26390.0878],{'Company': 1},1,0,0,0,0,26390,['Company'],0,0,26390.0,0.0,0.0,0.0,0.0,1
Oranjestad Tilapia Kga Express,Marebak,['Fish and seafood products'],[26324.9509],{'Company': 1},1,1,0,3,3,26324,['Company'],2,1,13162.0,0.6000000000000001,0.7000000000000001,0.7142857142857143,0.5773502691896257,1
Playa de la Luna ОАО,Andenovia,"['Salmon, herring and other fish products', 'Unknown']","[23666.6728, 26239.2044]",{'Company': 2},2,1,0,2,2,49905,['Company'],1,1,49905.0,1.0,1.0,1.0,0.707106690085642,1
Turkish Mussels Ltd. Corporation Logistics,Riodelsol,"['Involved in the distribution of a general line of fish and seafoods, such as fresh shellfish, crustaceans and molluscs, fresh and frozen fillets']",[26172.4352],{'Company': 1},1,1,0,2,1,26172,['Company'],0,1,26172.0,1.0,0.0,1.0,0.7071067811865476,1
Seashore Sanctuary Salt spray,Oceanus,"['Comprehensive services including import services - Remote Location Filing (RLF), bonded entries, foreign trade zones, bonded cargo movements, transportation solution and import air and ocean services, export services - international freight forwarding, Automated Export System (AES), as well as duty drawback, letters of credit and export licenses']",[26166.6728],{'Company': 1},1,1,0,1,1,26166,['Company'],0,1,26166.0,0.25,0.0,0.5714285714285714,0.353553316674035,1
Mar de Cielo OJSC,Marebak,"['Canned foods, such as canned fruits, canned vegetables and canned fishes', 'Unknown']","['Unknown', 25973.8076]",{'Company': 2},2,1,0,4,4,25973,['Company'],2,2,12986.5,1.0,1.0,1.0,0.7071069290249942,1
"Walker, Galloway and Pineda",ZH,"['Forwarding Division deals with logistic and warehousing services for land, sea and air transport in: Retail, fashion retail, FMCG (Fast Moving Consumer Goods), livestock, non perishables, cars, industry, perishables, and pharmaceutical products; Customs Division focuses on processing all the necessary customs documents and procedures for the import and export of goods; Projects Division offers specialized services to the sectors of oil & gas, energy, renewables, civil mining, industrial projects, and off-shore']",[25951.1377],{'Company': 1},1,0,0,0,0,25951,['Company'],0,0,25951.0,0.0,0.0,0.0,0.0,1
Surf's Up s AG,Oceanus,"['Air, sea and road freight services; Offer specialist expertise in consultancy, expediting, export packing, offshore logistics, warehousing and distribution; Asset maintenance, heavy and light fabrication, decommissioning, decontamination, electrical and installation, energy logistics, HP/UHP cleaning, metrology and calibration, precision engineering, machining and welding, recruitment, valve sales, management, service, repair and maintenance']",[25766.6728],{'Company': 1},1,1,0,1,1,25766,['Company'],0,1,25766.0,1.0,0.0,1.0,0.7071067811865476,1
Andhra Pradesh  OJSC Marine conservation,Yggdrasonia,"['Cured fish, fresh fish, fresh seafood, frozen fish, and frozen seafood']",[25757.5877],{'Company': 1},1,1,0,2,2,25757,['Company'],1,1,25757.0,1.0,1.0,1.0,0.707106690085642,1
"Clements, Lee and Hernandez",ZH,"['Canned and pouched tuna, mackerel and sardines, as well as fruits and vegetables']",[25661.3196],{'Company': 1},1,0,0,0,0,25661,['Company'],0,0,25661.0,0.0,0.0,0.0,0.0,1
Scottish Lobster Cruise ship SRL Transport,Marebak,['Fish and sea food products'],[25598.5477],{'Company': 1},1,1,0,3,3,25598,['Company'],2,1,12799.0,0.75,0.8333333333333333,0.8,0.653280511529063,1
Williams Ltd,ZH,"['Specialized in processing new or used or recycled plastics resins into intermediate or final products, using the following processes: Compression molding, extrusion molding, injection molding, blow molding, and casting', 'Unknown', 'Menus consisting of fish and ocean fare, battered and breaded, kapow appetizers, sushi, and cedar bay salmon']","[10976.6728, 'None', 11666.6728, 'Unknown', 25588.9699]","{'Company': 4, 'Beneficial Owner': 7, 'Company Contacts': 7}",18,1,0,5,5,48230,"['Company', 'Beneficial Owner', 'Company Contacts']",5,0,9646.0,0.3125,0.45,0.4705882352941176,0.2528695348660846,1
Nelson-Hall,ZH,"['Tuna, salmon, herring, shellfish, and groundfish products; flounder fillets, cornmeal pollock strips, burger, and tuna steak; frozen halibut steaks and fancy king crabs; canned sockeye salmon and frozen sockeye; cod, pollock, rockfish, flounder and sole']",[25545.5752],{'Company': 1},1,0,0,0,0,25545,['Company'],0,0,25545.0,0.0,0.0,0.0,0.0,1
Simpson LLC,ZH,"['Special steel for the construction of containers, tanks and plants, container system; Brewery facilities, micro-breweries and micro-brewery systems']",[25353.4489],{'Company': 1},1,0,0,0,0,25353,['Company'],0,0,25353.0,0.0,0.0,0.0,0.0,1
Turkish Sword Incorporated Distribution,Marebak,"['Canning, processing and manufacturing of seafood and other aquatic products']",[25352.528],{'Company': 1},1,1,0,3,3,25352,['Company'],2,1,12676.0,1.0,1.0,1.0,0.707106878039843,1
"Nelson, Kirby and Williams",ZH,"['Fish, such as tuna, sword fish, bass, trout, and salmon, as well as offers shellfish, mollusks, crustaceans, sea vegetables, shrimp, lobster, squid, oysters, crabs, and clams, and other related seafood products']",[25303.5769],{'Company': 1},1,0,0,0,0,25303,['Company'],0,0,25303.0,0.0,0.0,0.0,0.0,1
Perry-Shaw,ZH,['Tilapia products and other aquatic products'],[25209.711],{'Company': 1},1,0,0,0,0,25209,['Company'],0,0,25209.0,0.0,0.0,0.0,0.0,1
Cape of Good Hope   Corporation,Marebak,"['Canning seafood, smoking, salting, and drying seafood, eviscerating fresh fish by removing heads, fins, scales, bones, and entrails, shucking and packing fresh shellfish, processing marine fats and oils and freezing seafood']",[25094.8479],{'Company': 1},1,1,0,5,5,25094,['Company'],4,1,6273.5,0.625,0.8928571428571428,0.7272727272727273,0.6625568448983574,1
Selous Game Reserve  NV,Coralmarica,"['Air freight (international freight, domestic freight and general cargo); ocean freight (worldwide service, container shipping and controlled atmosphere); ground transport (temperature controlled, transborder services and local deliveries); customs brokerage (full support and customs service); break bulking (redistribution and breakdown service); and delivery (provides comprehensive, efficient door-to-door delivery and pick up services)']",[25066.6728],{'Company': 1},1,0,0,0,0,25066,['Company'],0,0,25066.0,0.0,0.0,0.0,0.0,1
Sparrman's bream Limited Liability Company,Oceanus,['Sporting or athletic goods and game birds decoys'],[24966.6728],{'Company': 1},1,1,0,1,1,24966,['Company'],0,1,24966.0,1.0,0.0,1.0,0.7071067811865476,1
"Bush, Murphy and Kim",ZH,['Fresh and frozen seafood'],[24955.4532],{'Company': 1},1,0,0,0,0,24955,['Company'],0,0,24955.0,0.0,0.0,0.0,0.0,1
Banded tilapia Limited Liability Company Consulting,Lumindoria,['Food products'],[24840.6901],{'Company': 1},1,1,0,4,4,24840,['Company'],3,1,8280.0,1.0,1.0,1.0,0.7071069290249942,1
Dutch Mussels N.V. Transportation,Marebak,"['Canning, processing and manufacturing of seafood and other aquatic products']",[24807.7607],{'Company': 1},1,1,0,3,3,24807,['Company'],2,1,12403.5,1.0,1.0,1.0,0.707106878039843,1
French Sardine Ltd. Liability Co,Oceanus,['Indian black tiger shrimp'],[24766.6728],{'Company': 1},1,1,0,1,1,24766,['Company'],0,1,24766.0,1.0,0.0,1.0,0.7071067811865476,1
WaveCatcher GmbH & Co. KG,Marebak,['Fish and seafood products'],[24750.3472],{'Company': 1},1,1,0,12,12,24750,['Company'],11,1,2250.0,0.4444444444444444,0.7692307692307693,0.4736842105263157,0.6789874624131763,1
Duffy-Sherman,ZH,"['Sea trout (whole round, headless or gutted (HG) and fillet) and hake (whole round, HG or fillet)']",[24681.7665],{'Company': 1},1,0,0,0,0,24681,['Company'],0,0,24681.0,0.0,0.0,0.0,0.0,1
Sea Spray Starfish N.V. Overseas,Oceanus,['Hot smoked and cold smoked fish source: freelance researcher'],[24666.6728],{'Company': 1},1,1,0,2,1,24666,['Company'],0,1,24666.0,1.0,0.0,1.0,0.7071067811865476,1
"Estes, Bailey and Cannon",ZH,['Fish and sea food products'],[24390.2156],{'Company': 1},1,0,0,0,0,24390,['Company'],0,0,24390.0,0.0,0.0,0.0,0.0,1
Red Sea  Limited Liability Company,Oceanus,['Scallops and other seafood'],[24266.6728],{'Company': 1},1,1,0,2,2,24266,['Company'],1,1,24266.0,0.5,0.1666666666666666,0.6666666666666666,0.4647048415390254,1
Cowan Ltd,ZH,['Fish and seafood products'],[24169.8396],{'Company': 1},1,0,0,0,0,24169,['Company'],0,0,24169.0,0.0,0.0,0.0,0.0,1
Estrella del Mar Ltd. Liability Co,Marebak,"['Octopus and squid series, including different kinds of octopus cut, octopus slice, floured octopus, octopus suzuke, octopus wasabi, octopus skewer, squid roll, squid ring, squid portion, floured squid; Processing of aquatic products, such as octopus, squid, sushi and fish fillet']",[24134.2379],{'Company': 1},1,1,0,1,1,24134,['Company'],0,1,24134.0,1.0,0.0,1.0,0.7071067811865476,1
"Bowman, Stephens and Mendoza",ZH,"['Tuna, sword fish, bass, trout, and salmon, as well as offers shellfish, mollusks, crustaceans, sea vegetables, shrimp, lobster, squid, oysters, crabs, and clams, and other related seafood products']",[24128.8859],{'Company': 1},1,0,0,0,0,24128,['Company'],0,0,24128.0,0.0,0.0,0.0,0.0,1
Riley-Holt,ZH,"['Salmon, cod and tuna, pelagics, exotics and shellfish, whole or steak fish, fillets, and loins']",[24098.8896],{'Company': 1},1,0,0,0,0,24098,['Company'],0,0,24098.0,0.0,0.0,0.0,0.0,1
Adriatic Squid Limited Liability Company Freight,Oceanus,"['Fresh, cured, or frozen fish and seafoods']",[24066.6728],{'Company': 1},1,1,0,1,1,24066,['Company'],0,1,24066.0,0.25,0.0,0.4444444444444444,0.2706003940453673,1
Andhra Pradesh   Corporation Holdings,Oceanus,"['Diving monofilament, inshore hooks, inshore monofilament, fishing line, terminal tackle, trolling lure heads, trolling skirts, fishing accessories, and fish bags']",[23966.6728],{'Company': 1},1,1,0,2,1,23966,['Company'],0,1,23966.0,1.0,0.0,1.0,0.7071067811865476,1
"Hamilton, Hunter and Schroeder",ZH,"['Tuna, salmon, herring, shellfish, and groundfish products; flounder fillets, cornmeal pollock strips, burger, and tuna steak; frozen halibut steaks and fancy king crabs; canned sockeye salmon and frozen sockeye; cod, pollock, rockfish, flounder and sole']",[23944.7024],{'Company': 1},1,0,0,0,0,23944,['Company'],0,0,23944.0,0.0,0.0,0.0,0.0,1
SeaSelect Foods Oyj Transport,Merigrad,['Salmon fillets'],[23889.1433],{'Company': 1},1,1,0,3,3,23889,['Company'],2,1,11944.5,0.1764705882352941,0.4705882352941176,0.3469387755102041,0.1567152471092869,1
Vlei-tilapia Regatta S.A. de C.V. Solutions,Marebak,['Fresh and frozen seafood'],[23846.5225],{'Company': 1},1,1,0,3,3,23846,['Company'],2,1,11923.0,1.0,1.0,1.0,0.707106878039843,1
Lake Rukwa  S.p.A. Shipping,Marebak,"['Specialises in smoking, salting and drying of seafood and other aquatic products; Frozen and fish prepared seafood products, frozen and fresh prepared shellfish products, frozen fish and shellfish soup, and fresh and frozen surimi']",[23840.5081],{'Company': 1},1,1,0,3,3,23840,['Company'],2,1,11920.0,0.6000000000000001,0.7000000000000001,0.625,0.6014982337968757,1
Miller-Frazier,ZH,['Fish and seafood products'],[23824.2154],{'Company': 1},1,0,0,0,0,23824,['Company'],0,0,23824.0,0.0,0.0,0.0,0.0,1
SaltwaterSelections LC & Son's,Lumindoria,['Mince/bits and pieces/ fish fillets; salmon; cod; saithe; white fish'],[23649.3909],{'Company': 1},1,1,0,2,2,23649,['Company'],1,1,23649.0,1.0,1.0,1.0,0.707106690085642,1
Jones-Cruz,ZH,['Fish and seafood products'],[23511.643],{'Company': 1},1,1,0,1,1,23511,['Company'],1,0,23511.0,1.0,0.0,1.0,0.7071067811865476,1
Dolphin Dreams AG Forwading,Marebak,['Processing of aquatic products'],[23423.5009],{'Company': 1},1,1,0,4,4,23423,['Company'],3,1,7807.666666666667,0.6666666666666666,0.8,0.6666666666666666,0.6532796721534787,1
Salinas PLC,ZH,"['Seafood products notably prawns and tiger prawns, and other related frozen food products']",[23392.7652],{'Company': 1},1,0,0,0,0,23392,['Company'],0,0,23392.0,0.0,0.0,0.0,0.0,1
Zambezi Delta  Oyj Carriers,Oceanus,"['Shipping & logistics services, sea freight, air freight, road freight, logistics management, customs clearance services, warehouse services, marine cargo insurance, and special cargo insurance']",[23366.6728],{'Company': 1},1,1,0,1,1,23366,['Company'],0,1,23366.0,1.0,0.0,1.0,0.7071067811865476,1
Sparrman's bream Ltd Logistics,Merigrad,"['Sports equipment, civil and industrial textiles and garments']",[23312.2898],{'Company': 1},1,1,0,6,6,23312,['Company'],5,1,4662.4,0.5454545454545454,0.7272727272727273,0.5789473684210527,0.6252729961433312,1
nián yú GmbH Investment,Oceanus,['Fish and seafood'],[23166.6728],{'Company': 1},1,1,0,3,1,23166,['Company'],0,1,23166.0,0.0001410039481105,0.0,0.0472286781697222,1.2719700771151214e-13,1
Zambezi Rapids  Co Carriers,Nalakond,['Canned and cured fish and seafoods'],[23152.5413],{'Company': 1},1,1,0,5,5,23152,['Company'],4,1,5788.0,0.0007050197405527,0.0011277929658775,0.0464887612829639,5.858817409702632e-16,1
Mizoram  S.A. de C.V.,Marebak,"['Fresh chestnuts, frozen peeled chestnuts, small package roasted peeled chestnut, small package roasted chestnut in shell, sweet bean, sweet lotus seed, small red beans and mung beans', 'Canning of seafood, including soup; smoking, salting, and drying of seafoods; eviscerating of fresh fish by removing heads, fins, scales, bones, and entrails; shucking and packing of fresh shellfish; processing of marine fats and oils; and freezing of seafood']","[23136.7329, 17285.2383]",{'Company': 2},2,1,0,4,4,40421,['Company'],2,2,20210.5,0.8,0.9,0.8333333333333334,0.6767657319837915,1
Cherry-Little,ZH,['Fish and seafood products'],[23131.9155],{'Company': 1},1,0,0,0,0,23131,['Company'],0,0,23131.0,0.0,0.0,0.0,0.0,1
Ramirez and Sons,ZH,"['Steel sheets, stainless steel, and aluminium or non-ferrous heavy metals', 'Unknown', 'Production of aquaculture food products']","['Unknown', 22612.7078, 9685.6633, 'None']","{'Company': 3, 'Beneficial Owner': 4, 'Company Contacts': 1}",8,1,0,2,2,32297,"['Company', 'Beneficial Owner', 'Company Contacts']",1,1,32297.0,1.0,1.0,1.0,0.707106690085642,1
Cannon Inc,ZH,"['A range of oceanic aquatic products, oceanic bio-health food products, dairy products, and fruits and vegetables']",[22597.4055],{'Company': 1},1,0,0,0,0,22597,['Company'],0,0,22597.0,0.0,0.0,0.0,0.0,1
Barton PLC,ZH,"['Unknown', 'Focuses on forwarding activities in the area of rail transport, truck transport, sea transport, river and combined transport. It provides the transportation of goods in containers or in so called LCL boxes as a collective transport']","[22453.25, 'None']","{'Company': 1, 'Beneficial Owner': 1}",2,1,0,1,1,22453,"['Company', 'Beneficial Owner']",0,1,22453.0,1.0,0.0,1.0,0.7071067811865476,1
Maldonado Inc,ZH,"['Unknown', 'Seafood including fish, crustaceans and molluscs']","[22145.3571, 'None']","{'Company': 1, 'Beneficial Owner': 1}",2,1,0,1,1,22145,"['Company', 'Beneficial Owner']",0,1,22145.0,0.0001410039481105,0.0,0.0539672635127422,1.5006608480315092e-14,1
West Kga and Son's,Rio Isla,"['Fresh, cured, and frozen fish and seafood products']",[22014.7145],{'Company': 1},1,1,0,2,1,22014,['Company'],0,1,22014.0,0.0001410039481105,0.0,0.0457356592396736,9.752073064007237e-14,1
Yu er he  N.V.,Oceanus,"['Unknown', 'Specialises in breeding and farming catfish and prepares catfish products']","[5196.6728, 21966.6728]",{'Company': 2},2,1,0,13,8,27162,['Company'],5,3,5432.4,0.6153846153846154,0.5769230769230769,0.65,0.5364782259044704,1
Flores LLC,ZH,"['Tilapia and shrimp, and producing and selling of other marine products', 'Unknown']","[21946.9987, 'Unknown', 'None']","{'Company': 2, 'Beneficial Owner': 2, 'Company Contacts': 2}",6,0,0,0,0,21946,"['Company', 'Beneficial Owner', 'Company Contacts']",0,0,21946.0,0.0,0.0,0.0,0.0,1
"Tran, Sanchez and Alvarado",ZH,"['Fish and fish products (fresh and frozen seafood and other aquatic products, and canned and cured fish and seafood)']",[21922.434],{'Company': 1},1,0,0,0,0,21922,['Company'],0,0,21922.0,0.0,0.0,0.0,0.0,1
Mar de la Costa AS Cargo,Kondanovia,['Fish and seafood products'],[21819.2887],{'Company': 1},1,1,0,4,4,21819,['Company'],3,1,7273.0,1.0,1.0,1.0,0.7071069290249942,1
Young Ltd,ZH,"['Unknown', 'Fish and seafood products']","[4667.262, 21747.8476, 'None']","{'Company': 2, 'Beneficial Owner': 3, 'Company Contacts': 2}",7,1,0,1,1,26414,"['Company', 'Beneficial Owner', 'Company Contacts']",1,0,26414.0,1.0,0.0,1.0,0.7071067811865476,1
Irish Trout LLC Transport,Puerto del Mar,"['Specialises in producing giant squid (Dosidicus Gigas) into squid flour, and the anchovy fish (Engraulis Ringens) into fishmeal']",[21708.7601],{'Company': 1},1,1,0,1,1,21708,['Company'],0,1,21708.0,1.0,0.0,1.0,0.7071067811865476,1
Spanish Shrimp ОАО Carriers,Coral Solis,['Fresh fish'],[21642.8815],{'Company': 1},1,1,0,1,1,21642,['Company'],0,1,21642.0,1.0,0.0,1.0,0.7071067811865476,1
Ancla del Este AG,Marebak,"['Bioactive peptide, such as fish collagen peptide, ovalbumin peptide and soybean peptide']",[21491.5663],{'Company': 1},1,1,0,6,3,21491,['Company'],2,1,10745.5,0.5,0.6,0.5454545454545454,0.4999998118322514,1
Sea Striders Cargo Seal,Marebak,['Prepared fresh or frozen fish and seafoods'],[21031.3499],{'Company': 1},1,1,0,3,3,21031,['Company'],2,1,10515.5,0.0004230118443316,0.0005639760226077,0.0753066100345102,0.006068912487747,1
Haryana s A/S Cargo,Oceanus,['Production and export of packaged surimi-based seafood'],[20966.6728],{'Company': 1},1,1,0,1,1,20966,['Company'],0,1,20966.0,0.3333333333333333,0.0,0.6,0.4082482345455792,1
